date,/m/05p0rrx,/m/0108bn2x,/g/11tskkw5c9,/g/11sfdkgmfn,/g/11hcz1r4wl,/g/11pcs9ny8w,/g/11bw1zmnts,/m/0273t5w,/g/1234z6p9,/m/020shm,/g/11gt__kf44,/m/09jx2,/m/01fss9,/g/11mcmf67yl,/m/010w1kk1,/m/06bmj,/m/02jnsq,/g/11vyhs52bj,/g/1211cg58,/m/04n7dpf,/g/11fb0vw2fn,/m/05457c,/g/11y119nb71,/g/1ymzxwzdh,/g/1hd_npv62,/g/11y97_pvw8,/m/0_t06w0,/g/1hhcjnjk8,/m/03cvdr8,/g/11sx278r80,/m/076ccs,/m/08bdb1,/m/06vthy,/g/11xdtrjhz,/m/0bk99,/m/01_mbc,/m/0g54q10,/g/11y4s2g9zc,/g/11sx270hw0,/m/0h5x4j3,/g/11bc6pz4wc,/g/11cm999bwp,/g/11f4pp7gnm,/g/11pb1mb808,/m/09sdbh,/g/11bc5nt74w,/m/026gp6r,/m/0g7cg,/m/0dhc24,/g/11bwcyffr7,/m/0b_zn7s,/m/01n5jq,/g/11c6tz417w,/m/01y_qq,/g/11c0xsqchh,/m/01fzl3,/m/02gr_,/m/05nbcg,/m/01s940,/m/0130fmqz,/m/027b9k,/m/018npy,/m/0657nv,/g/11nyxr7hxv,/g/11c55s6k2t,/g/11vz2cz87d,/m/0x2fg,/g/121hdpdf,/m/016pjk,/m/0bq3x,/m/0cbx95,/g/122t17dp,/m/025bfq,/m/0ccld,/m/014xsg,/m/06_wrtv,/g/11c1np3rvg,/m/02g0j0,/m/09pngm,/g/11qpk2v0pq,/m/01mq8p,/m/03ctrlg,/g/122919_0,/g/11vpwmz6vg,/m/02wpj1,/g/11bzx7cv2m,/g/11m6_4hjpt,/g/11vm2_r4hw,/g/11sg2tlrf0,/m/07_hy,/g/11cknh9qp1,/g/11sw_tmz6z,/m/0d063v,/m/06_7xx,/g/11lyxggfjt,/m/0380q,/g/11c5g9ql2b,/g/11hdq9v_sn,/g/11bc6n2sw6,/m/02rz0ly,/g/11x1ng30y,/m/06fhs,/m/06xbd,/m/01phdl,/m/03nfl,/m/05k97,/m/03bxwvx,/m/0dc7h,/m/01tbgl,/m/0br5fz,/m/0n5462l,/g/122l3gtx,/m/0j6v7,/g/11l2lxvky5,/g/11f2sl5v8_,/g/11j317gwf_,/g/11mw7nz8h_,/g/11kxqfzv4h,/g/11stj9b049,/m/03c18t5,/m/012t0g,/g/11q3qhxt3k,/g/121fwt0w,/m/069kd,/g/11g9mhrln7,/m/0cxdc,/g/11dxl6v_ff,/m/064ctn,/g/11dx9fx89k,/g/11bc6ldrb5,/m/017rf_,/g/11f5bxylc0,/m/09jcvs,/g/11twnws_cc,/g/121hrbch,/g/11f555cn8l,/g/11h79tp_8r,/g/11shd5x1t8,/m/02bft,/m/0ftsr,/m/03x69g,/m/0cn9bm,/g/11rc00sflx,/m/06796,/g/11q4gczjq8,/g/11g6qlbmr4,/m/0hpnr,/g/11sq21scf3,/m/0dq3fd,/g/11rbcdg93b,/g/11j8qr8rbs,/g/11v3xjch6h,/g/11f3sfth4w,/g/11ww7k4dcq,/m/0322db,/g/11mcz640x1,/g/11f1rm29b8,/g/11yg9d9k9g,/m/017tfz,/m/012llw50,/g/11xt0w58jz,/g/11kxnptn2h,/g/11sc9wv6gj,/g/11dftk47yk,/g/11fd6dg5b5,/g/11qwv9wbx8,/m/01ddm,/g/11kzq0jnkt,/m/02gy5l,/g/11jt20l831,/g/11h7_q3l6z,/g/11jp_j0m6d,/m/01h7lh,/m/0rfgxy2,/g/11ww08lq0j,/g/11vhqc7hb1,/m/02xz2,/m/0179v6,Country
2022-03-13,54,13,0,0,7,3.0,0.0,80.0,0.0,41.0,0,50,17,0,0,2,2,0,0,77,0,1,0,14,0,0,15,3,0,0,7,75,4,0,19,1,1,0,0,80,0,2,0,0,3,0,0,0,0,0,0,71,0,1,0,20,70,1,70,14,60,6,21,0,0,0,10,21,51,10,20,0,2,7,67,0,0,29,15,0,6,63,14,0,0,0,0,0,0,51,0,0,4,0,0,15,0,0,0,3,0,12,44,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,33,0,0,0,100,11,0,0,0,0,0,0,65,0,7,0,2,0,38,45,0,0.0,70.0,1.0,IN
2022-03-20,46,13,0,0,7,3.0,0.0,83.0,0.0,48.0,0,49,14,0,0,2,1,0,0,76,0,1,0,15,0,0,15,3,0,0,5,68,3,0,17,1,1,0,0,82,0,2,0,0,3,0,0,0,0,0,0,59,0,1,0,18,82,1,67,11,52,6,19,0,0,0,8,16,55,10,19,0,2,7,69,0,0,31,16,0,6,70,14,0,0,0,0,0,0,46,0,0,4,0,0,13,0,0,0,3,0,13,45,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,0,0,72,10,0,0,0,0,0,0,63,0,7,0,3,0,42,45,0,0.0,100.0,2.0,IN
2022-03-27,46,12,0,0,8,3.0,0.0,69.0,0.0,62.0,0,47,14,0,0,2,1,0,0,74,0,1,0,15,0,0,18,3,1,0,3,64,4,0,16,1,2,0,0,82,0,2,0,0,2,0,0,0,0,0,0,53,0,1,0,15,71,0,71,9,46,5,17,0,0,0,8,17,54,9,20,0,1,5,64,1,0,29,14,0,5,66,13,0,0,0,0,0,0,44,0,0,3,0,0,11,0,0,0,3,0,11,39,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,34,0,0,0,67,11,0,0,0,0,0,0,60,0,7,0,3,0,38,43,0,0.0,68.0,1.0,IN
2022-04-03,46,11,0,0,8,3.0,0.0,73.0,0.0,70.0,0,60,13,0,0,3,3,0,0,75,0,1,0,16,0,0,17,3,0,0,4,71,3,0,17,1,1,0,0,84,0,3,0,0,2,0,0,0,0,0,0,57,0,1,0,17,75,0,69,11,43,5,16,0,0,0,8,16,49,10,19,0,1,5,65,0,0,30,15,0,5,64,13,0,0,0,0,0,0,45,0,0,3,0,0,11,0,0,0,3,0,13,44,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,0,0,70,13,0,0,0,0,0,0,63,0,9,0,2,0,40,45,0,0.0,50.0,1.0,IN
2022-04-10,39,10,0,0,6,3.0,0.0,68.0,0.0,57.0,0,57,14,0,0,2,2,0,0,61,0,1,0,15,0,0,26,4,0,0,4,66,3,0,16,2,1,0,0,92,0,3,0,0,2,0,0,0,0,0,0,61,0,1,0,17,58,0,64,11,38,5,17,0,0,0,8,16,52,11,19,0,1,4,59,0,0,29,13,0,4,61,12,0,0,0,0,0,0,45,0,0,3,0,0,8,0,0,0,3,0,13,38,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,0,0,65,10,0,0,0,0,0,0,62,0,7,0,3,0,38,38,0,0.0,56.0,1.0,IN
2022-04-17,38,9,0,0,6,4.0,0.0,74.0,0.0,60.0,0,60,15,0,0,2,2,0,0,69,0,1,0,16,0,0,19,3,0,0,4,75,4,0,18,1,1,0,0,86,0,3,0,0,2,0,0,0,0,0,0,82,0,1,0,18,74,0,64,10,52,4,21,0,0,0,9,18,56,10,19,0,1,5,64,0,0,29,14,0,5,63,13,0,0,0,0,0,0,45,0,0,100,0,0,10,0,0,0,3,0,16,40,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,0,0,71,11,0,0,0,0,0,0,62,0,8,0,3,0,36,31,0,0.0,63.0,1.0,IN
2022-04-24,39,9,0,0,6,3.0,0.0,71.0,0.0,75.0,0,54,13,0,0,2,1,0,0,63,0,1,0,16,0,0,18,3,0,0,4,72,3,0,19,1,1,0,0,94,0,3,0,0,2,0,0,0,0,0,0,53,0,1,0,25,81,2,72,8,51,4,19,0,0,0,8,19,55,11,20,0,1,5,64,0,0,31,13,0,4,61,15,0,0,0,0,0,0,44,0,0,6,0,0,9,0,0,0,3,0,13,43,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,68,14,0,0,0,0,0,0,60,0,8,0,2,0,35,24,0,0.0,57.0,1.0,IN
2022-05-01,41,9,0,0,6,3.0,0.0,76.0,0.0,40.0,0,62,13,0,0,3,2,0,0,77,0,1,0,16,0,0,17,2,0,0,8,74,3,0,18,1,1,0,0,89,0,2,0,0,3,0,0,0,0,0,0,54,0,1,0,16,77,2,77,5,43,5,16,0,0,0,8,15,47,12,19,0,1,4,61,0,0,29,12,0,4,52,11,0,0,0,0,0,0,56,0,0,4,0,0,8,0,0,0,1,0,11,43,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,0,0,55,11,0,0,0,0,0,0,62,0,7,0,3,0,33,23,0,0.0,43.0,1.0,IN
2022-05-08,74,15,0,0,11,3.0,0.0,73.0,0.0,41.0,0,83,22,0,0,5,1,0,0,69,0,0,0,16,0,0,17,5,0,0,8,72,3,0,17,2,1,0,0,85,0,3,0,0,2,0,0,0,0,0,0,50,0,1,0,15,78,1,60,5,43,5,17,0,0,0,8,15,46,10,19,0,1,4,61,0,0,30,14,0,7,83,11,0,0,0,0,0,0,44,0,0,4,0,0,9,0,0,0,1,0,13,40,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,40,0,0,0,54,12,0,0,0,0,0,0,66,0,7,0,3,0,38,33,0,0.0,54.0,1.0,IN
2022-05-15,54,10,0,0,7,3.0,0.0,72.0,0.0,41.0,0,75,14,0,0,6,6,0,0,66,0,1,0,15,0,0,16,3,0,0,4,74,4,0,46,2,1,0,0,88,0,3,0,0,2,0,0,0,0,0,0,51,0,1,0,15,66,0,61,4,44,4,17,0,0,0,9,15,48,9,19,0,1,4,61,0,0,30,13,0,5,88,12,0,0,0,0,0,0,44,0,0,3,0,0,8,0,0,0,1,0,10,43,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,0,0,51,9,0,0,0,0,0,0,63,0,7,0,2,0,37,25,0,0.0,40.0,1.0,IN
2022-05-22,48,9,0,0,7,3.0,0.0,69.0,0.0,40.0,0,73,13,0,1,5,3,0,0,62,0,1,0,16,0,0,16,3,0,0,3,75,2,0,24,1,1,0,0,88,0,3,0,0,2,0,1,18,0,0,0,58,0,1,0,13,70,4,60,7,53,5,31,0,0,0,8,13,46,10,18,0,1,4,65,0,0,30,14,0,4,88,13,0,0,0,0,0,0,44,0,0,4,0,0,9,0,0,0,1,0,11,37,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,58,0,0,0,54,13,0,0,0,0,0,0,66,0,7,0,3,0,37,24,0,0.0,59.0,1.0,IN
2022-05-29,44,9,0,0,7,3.0,0.0,74.0,0.0,45.0,0,65,15,0,0,4,2,0,0,71,0,1,0,15,0,0,16,3,0,0,3,74,2,0,17,2,2,0,0,87,0,2,0,0,2,0,1,3,0,0,0,75,0,1,0,14,80,3,63,7,45,3,18,0,0,0,9,17,56,10,18,0,1,4,69,0,0,32,15,0,4,71,13,0,0,0,0,0,0,47,0,0,4,0,0,8,0,0,0,2,0,11,36,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,0,0,60,10,0,0,0,0,0,0,65,0,8,0,2,0,38,23,0,0.0,51.0,1.0,IN
2022-06-05,40,8,0,0,5,4.0,0.0,83.0,0.0,36.0,0,85,18,0,0,5,3,0,0,74,0,1,0,34,0,0,17,3,0,0,4,75,3,0,17,1,2,0,0,91,0,3,0,0,2,0,0,1,0,0,0,86,0,1,0,15,67,2,62,11,45,4,17,0,0,0,9,16,55,10,19,0,1,4,69,0,0,30,14,0,5,67,13,0,0,0,0,0,0,46,0,0,4,0,0,10,0,0,0,3,0,10,46,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,0,0,65,17,0,0,0,0,0,0,67,0,8,0,3,0,38,23,0,0.0,35.0,1.0,IN
2022-06-12,95,20,0,0,6,4.0,0.0,76.0,0.0,38.0,0,95,19,0,0,9,3,0,0,79,0,1,0,20,0,0,16,3,0,0,4,73,3,0,18,1,1,0,0,86,0,3,0,0,2,0,0,1,0,0,0,69,0,1,0,14,70,1,68,13,44,4,19,0,0,0,9,15,51,10,19,0,12,5,70,0,0,32,15,0,5,73,13,0,0,0,0,0,0,45,0,0,4,0,0,9,0,0,0,2,0,10,46,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,0,0,61,14,0,0,0,0,0,0,70,0,8,0,3,0,40,19,0,0.0,57.0,1.0,IN
2022-06-19,78,16,0,0,6,3.0,0.0,77.0,0.0,42.0,0,72,12,0,0,8,3,0,0,69,0,1,0,20,0,0,17,3,0,0,5,80,3,0,17,1,2,0,0,94,0,3,0,0,2,0,0,1,0,0,0,89,0,1,0,14,72,1,75,13,52,4,18,0,0,0,10,15,52,10,20,0,2,16,76,0,0,31,14,0,5,70,14,0,0,0,0,0,0,47,0,0,4,0,0,9,0,0,0,2,0,11,44,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,0,0,64,11,0,0,0,0,0,0,74,0,7,0,3,0,39,21,0,0.0,50.0,1.0,IN
2022-06-26,59,11,0,0,5,3.0,0.0,73.0,0.0,51.0,0,67,15,0,0,7,4,0,0,78,0,1,0,19,0,0,14,2,0,0,8,81,3,0,17,1,2,0,0,88,0,2,0,0,2,0,0,0,0,0,0,74,0,1,0,14,71,2,66,14,47,4,22,0,0,0,8,15,52,14,20,0,1,4,80,0,0,32,15,0,5,69,13,0,0,0,0,0,0,46,0,0,4,0,0,9,0,0,0,2,0,11,45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,0,0,60,11,0,0,0,0,0,0,75,0,8,0,3,0,38,23,0,0.0,37.0,1.0,IN
2022-07-03,52,9,0,0,5,3.0,0.0,74.0,0.0,32.0,0,72,12,0,0,7,2,0,0,77,0,1,0,19,0,0,14,3,0,0,6,79,3,0,17,1,2,0,0,89,0,2,0,0,2,0,1,0,0,0,0,88,0,1,0,15,66,0,66,11,46,4,17,0,0,0,7,14,48,11,21,0,1,5,75,0,0,30,15,0,6,60,13,0,0,0,0,0,0,49,0,0,3,0,0,8,0,0,0,2,0,10,47,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,0,0,65,9,0,0,0,0,0,0,69,0,7,0,3,0,37,27,0,0.0,75.0,1.0,IN
2022-07-10,49,8,0,0,5,3.0,0.0,77.0,0.0,36.0,0,100,24,0,0,7,4,0,1,68,0,1,0,21,0,0,18,3,0,0,5,76,3,1,19,2,2,0,0,84,0,2,0,0,2,0,0,1,0,0,0,63,0,1,0,14,63,0,64,27,44,2,18,0,0,0,8,13,51,11,21,0,1,4,73,0,0,30,14,0,5,57,13,0,0,0,0,0,0,48,0,0,3,0,0,7,0,0,0,2,0,10,45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,0,0,61,7,0,0,0,0,0,0,71,0,6,0,3,0,38,36,0,0.0,49.0,1.0,IN
2022-07-17,50,11,0,0,6,3.0,0.0,79.0,0.0,33.0,0,79,13,0,0,6,2,0,0,73,0,1,0,22,0,0,15,3,0,0,3,71,3,0,21,2,1,0,0,76,0,2,0,0,2,0,0,1,0,0,0,67,0,1,0,13,67,1,60,9,45,3,19,0,0,0,9,12,54,15,19,0,1,4,79,0,0,32,14,0,4,63,12,0,0,0,0,0,0,47,0,0,3,0,0,7,0,0,0,2,0,10,45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,0,0,63,8,0,0,0,0,0,0,71,0,7,0,2,0,39,26,0,0.0,38.0,1.0,IN
2022-07-24,44,9,0,0,7,3.0,0.0,86.0,0.0,34.0,0,69,17,0,0,16,2,0,0,76,0,1,0,19,0,0,14,4,0,0,4,85,3,0,22,1,1,0,0,73,0,2,0,0,2,0,0,0,0,0,0,65,0,1,0,13,62,1,68,13,46,3,18,0,0,0,9,12,48,21,22,0,1,4,77,0,0,33,15,0,6,66,13,0,0,0,0,0,0,49,0,0,3,0,0,7,0,0,0,2,0,10,41,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,0,0,64,11,0,0,0,0,0,0,66,0,6,0,3,0,36,24,0,0.0,62.0,1.0,IN
2022-07-31,41,8,0,0,7,3.0,0.0,75.0,0.0,29.0,0,69,12,0,0,9,5,0,1,78,0,1,0,18,0,0,16,4,0,0,3,74,3,0,21,2,2,0,0,74,0,3,0,0,2,0,0,0,0,0,0,79,0,1,0,12,67,0,62,14,44,4,18,0,0,0,8,13,51,17,20,0,1,4,73,0,0,33,16,0,6,64,13,0,0,0,0,0,0,52,0,0,3,0,0,7,0,0,0,2,0,10,43,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,70,9,0,0,0,0,0,0,69,0,6,0,2,0,38,29,0,0.0,46.0,2.0,IN
2022-08-07,44,9,0,0,7,3.0,0.0,71.0,0.0,21.0,0,74,18,0,0,5,3,0,0,70,0,0,0,23,0,0,19,3,0,0,5,72,3,0,17,1,1,0,0,80,0,3,1,0,2,0,0,0,0,0,0,100,0,1,0,12,65,1,64,11,38,4,16,0,0,0,8,14,50,13,20,0,1,4,65,0,0,29,15,0,6,60,13,0,0,0,0,0,0,47,0,0,2,0,0,5,0,0,0,2,0,9,38,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,0,0,69,12,0,0,0,0,0,0,68,0,6,0,4,0,42,29,0,0.0,23.0,1.0,IN
2022-08-14,41,10,0,0,7,3.0,0.0,72.0,0.0,23.0,0,58,12,0,0,5,4,0,0,73,0,0,0,20,0,0,17,2,0,0,4,76,4,0,18,2,1,0,0,85,0,3,0,0,2,0,0,0,0,0,0,80,0,1,0,14,68,1,56,9,41,4,16,0,0,0,8,14,55,14,21,0,2,8,73,0,0,30,16,0,6,58,13,0,0,0,0,0,0,56,0,0,2,0,0,7,0,0,0,2,0,10,38,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,0,0,73,12,0,0,0,0,0,0,68,0,7,0,2,0,38,34,0,0.0,23.0,1.0,IN
2022-08-21,36,8,0,0,7,3.0,0.0,78.0,0.0,27.0,0,57,11,0,0,5,3,0,0,73,0,1,0,18,0,0,17,3,0,0,5,71,3,0,15,2,2,0,0,81,0,3,0,0,2,0,0,0,0,0,0,66,0,1,0,14,74,1,53,8,46,3,17,0,0,0,8,16,51,15,20,0,2,6,80,0,0,32,15,0,5,65,14,0,0,0,0,0,0,49,0,0,3,0,0,7,0,0,0,2,0,11,45,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,74,10,0,0,0,0,0,0,70,0,7,0,3,0,57,34,0,0.0,40.0,1.0,IN
2022-08-28,39,7,0,0,6,3.0,0.0,73.0,0.0,24.0,0,52,13,0,0,5,2,0,0,70,0,1,0,18,0,0,16,2,0,0,4,73,3,0,14,2,1,0,0,74,0,3,0,0,2,0,0,0,0,0,0,66,0,1,0,16,68,0,77,9,42,4,16,0,0,0,17,14,53,25,20,0,2,4,71,0,0,28,17,0,4,64,13,0,0,0,0,0,0,48,0,0,3,0,0,7,0,0,0,2,0,9,43,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,0,0,62,12,0,0,0,0,0,0,68,0,7,0,3,0,53,37,0,0.0,52.0,2.0,IN
2022-09-04,36,9,0,0,7,3.0,0.0,69.0,0.0,23.0,0,49,11,0,0,4,2,0,0,67,0,1,0,18,0,0,18,2,0,0,6,66,3,0,15,1,1,0,0,68,0,2,0,0,2,0,0,0,0,0,0,66,0,1,0,14,65,0,60,11,42,4,18,0,0,0,10,12,68,34,20,0,2,5,74,0,0,26,14,0,5,67,13,0,0,0,0,0,0,50,0,0,3,0,0,6,0,0,0,2,0,9,41,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,0,0,60,11,0,0,0,0,0,0,63,0,6,0,2,0,41,26,0,0.0,54.0,1.0,IN
2022-09-11,41,19,0,0,6,3.0,0.0,71.0,0.0,27.0,0,79,25,0,0,6,4,0,0,69,0,1,0,19,10,0,20,5,0,0,5,71,3,0,16,1,1,0,0,72,0,3,0,0,2,0,0,0,0,0,0,79,0,1,0,15,70,0,58,12,51,4,16,0,0,0,9,14,74,21,20,0,2,4,87,0,0,29,16,0,5,71,14,0,0,0,0,0,0,58,0,0,3,0,0,7,0,0,5,3,0,10,45,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,78,11,0,0,0,0,0,0,72,0,7,0,2,0,40,25,0,0.0,43.0,1.0,IN
2022-09-18,41,10,0,0,6,3.0,0.0,67.0,0.0,27.0,0,49,12,0,0,7,3,0,0,68,0,1,0,19,26,0,19,3,0,0,4,69,3,0,15,1,2,0,0,75,0,3,0,0,1,0,0,0,0,0,0,67,0,1,0,17,77,0,57,8,51,5,16,0,0,0,9,13,100,18,18,0,2,4,80,0,0,30,17,0,5,73,14,0,0,0,0,0,0,50,0,0,4,0,0,8,0,0,40,2,0,11,43,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,32,0,0,3,72,11,0,0,0,0,0,0,69,0,6,0,3,0,48,22,0,0.0,23.0,1.0,IN
2022-09-25,35,7,0,0,6,3.0,0.0,68.0,0.0,28.0,0,47,13,0,0,8,2,0,0,73,0,1,0,20,37,0,19,4,0,0,4,68,3,0,17,1,1,0,0,83,0,3,0,0,2,0,0,1,0,0,0,77,0,1,0,16,72,0,50,9,53,4,17,0,0,0,8,16,62,17,18,0,1,4,66,0,0,25,15,0,4,70,13,0,0,0,0,0,0,49,0,0,3,0,0,8,0,0,40,2,0,11,42,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,0,0,73,9,0,0,0,0,0,0,64,0,6,0,3,0,41,19,0,0.0,30.0,1.0,IN
2022-10-02,34,7,0,0,6,3.0,0.0,69.0,0.0,19.0,0,40,10,0,0,9,2,0,0,73,0,1,0,22,36,0,18,4,0,0,10,70,4,0,17,1,2,0,0,81,41,2,1,0,2,0,0,0,0,0,0,76,0,1,0,13,68,1,62,9,45,5,15,0,0,0,10,12,67,21,19,0,1,3,63,0,0,30,36,0,5,57,12,0,0,0,0,0,0,66,0,0,3,0,0,7,0,0,40,2,0,8,40,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,69,12,0,0,0,0,0,0,61,0,6,0,2,0,40,20,0,0.0,59.0,1.0,IN
2022-10-09,32,7,0,0,5,3.0,0.0,74.0,0.0,27.0,0,67,25,0,0,13,5,0,0,75,1,1,0,22,40,0,19,3,0,0,3,67,3,0,17,1,2,0,0,67,59,3,0,0,2,0,0,0,0,0,0,74,0,1,0,13,73,0,67,12,53,4,15,0,0,0,9,15,50,18,18,0,1,4,68,0,0,34,37,0,6,64,14,0,0,0,0,0,0,84,0,0,3,0,0,9,0,0,36,2,0,9,45,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,0,0,70,9,0,0,0,0,0,0,63,0,5,0,3,0,38,18,0,0.0,44.0,0.0,IN
2022-10-16,32,6,0,0,6,3.0,0.0,67.0,0.0,22.0,0,41,12,0,0,9,4,0,0,71,2,1,0,23,37,0,19,3,0,0,5,64,3,0,17,1,2,0,0,67,63,3,0,0,1,0,0,0,0,0,0,80,0,1,0,14,64,0,57,12,53,5,17,0,0,0,9,14,55,16,17,0,1,4,64,0,0,31,23,0,5,64,13,0,0,0,0,0,0,66,0,0,3,0,0,8,0,0,37,3,0,10,42,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,0,0,62,11,0,0,0,0,0,0,66,0,5,0,2,0,42,22,0,0.0,29.0,0.0,IN
2022-10-23,32,7,0,0,6,3.0,0.0,61.0,0.0,17.0,0,30,9,0,0,7,4,0,0,72,1,1,0,22,35,0,20,3,0,0,6,71,3,0,19,1,2,0,0,74,78,3,0,0,2,0,0,1,0,0,0,82,0,1,0,13,55,0,53,16,38,5,16,0,0,0,8,12,51,16,17,0,1,3,58,0,0,29,21,0,4,50,11,0,0,0,0,0,0,63,0,0,2,0,0,7,0,0,40,2,0,8,37,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,0,0,58,10,0,0,0,0,0,0,70,0,5,0,2,0,53,34,0,0.0,52.0,0.0,IN
2022-10-30,33,7,0,0,7,3.0,0.0,73.0,0.0,25.0,0,38,13,0,0,7,8,0,0,85,1,1,0,20,39,0,20,3,0,0,4,65,3,0,20,1,2,0,0,68,81,3,0,0,2,0,0,0,0,0,0,78,0,1,0,15,70,1,54,12,44,4,16,0,0,0,12,14,49,15,19,0,1,4,72,0,0,30,60,0,6,57,13,0,0,0,0,0,0,100,0,0,3,0,0,8,0,0,39,2,0,9,43,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,0,0,67,10,0,0,0,0,0,0,69,0,9,0,3,0,40,24,0,0.0,38.0,0.0,IN
2022-11-06,45,9,0,0,8,3.0,0.0,70.0,0.0,25.0,0,50,21,0,0,10,20,0,0,76,1,1,0,20,37,0,19,2,0,0,5,69,3,0,18,1,2,0,0,68,71,3,0,0,2,0,0,0,0,0,0,67,0,1,0,19,69,0,52,12,48,4,17,0,0,0,7,16,47,13,20,0,1,4,70,0,0,31,19,0,5,59,14,0,0,0,0,0,0,63,0,0,4,0,0,8,0,0,46,2,0,17,44,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,64,12,0,0,0,0,0,0,64,0,7,1,2,0,44,28,0,0.0,41.0,0.0,IN
2022-11-13,50,8,0,0,7,3.0,0.0,68.0,0.0,27.0,0,57,20,0,0,13,26,0,0,82,1,1,0,20,45,0,22,3,0,0,8,75,3,0,17,1,2,0,0,66,83,3,0,0,2,0,0,0,0,0,0,71,0,1,0,14,79,1,53,13,56,5,19,0,0,0,8,16,45,17,19,0,1,4,73,0,0,31,16,0,5,59,15,0,0,0,0,0,0,68,0,0,4,0,0,9,0,0,43,2,0,22,48,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,0,0,66,13,0,0,0,0,0,0,67,0,7,0,3,0,61,28,0,0.0,60.0,1.0,IN
